n,n_machine,n_human,tpr_at_1pct_fpr,tpr_at_5pct_fpr,mcc,balanced_accuracy,auroc,split,model,estimand,slice,fpr,fpr_ci_low,fpr_ci_high,fpr_hard_human,fpr_HH-translation,fpr_HH-polished,fpr_HH-formal-register
167,0,167,,,,,,holdout_model_NVIDIA,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
689,,,,,,,,holdout_model_NVIDIA,genre-only,full,macro по стратам,1.0,,,,,,
689,,,,,,,,holdout_model_NVIDIA,genre-only,full,худшая страта,1.0,,,,,,
90,90,0,,,,,,holdout_model_NVIDIA,source-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_NVIDIA,source-only,full,A/P2,,,,,,,
89,89,0,,,,,,holdout_model_NVIDIA,source-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_NVIDIA,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_model_NVIDIA,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_model_NVIDIA,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
689,,,,,,,,holdout_model_NVIDIA,source-only,full,macro по стратам,1.0,,,,,,
689,,,,,,,,holdout_model_NVIDIA,source-only,full,худшая страта,1.0,,,,,,
90,90,0,,,,,,holdout_model_NVIDIA,format-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_NVIDIA,format-only,full,A/P2,,,,,,,
89,89,0,,,,,,holdout_model_NVIDIA,format-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_NVIDIA,format-only,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
180,0,180,,,,,,holdout_model_NVIDIA,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
167,0,167,,,,,,holdout_model_NVIDIA,format-only,full,H/уровень 3,0.03592814371257485,0.012448132780082987,0.10714285714285714,0.03592814371257485,,,0.03592814371257485
689,,,,,,,,holdout_model_NVIDIA,format-only,full,macro по стратам,0.016542257949853718,,,,,,
689,,,,,,,,holdout_model_NVIDIA,format-only,full,худшая страта,0.03592814371257485,,,,,,
90,90,0,,,,,,holdout_model_NVIDIA,main+M02,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_NVIDIA,main+M02,full,A/P2,,,,,,,
89,89,0,,,,,,holdout_model_NVIDIA,main+M02,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_NVIDIA,main+M02,full,H/без уровня,0.0410958904109589,0.0,0.0958904109589041,0.0410958904109589,0.0410958904109589,,
180,0,180,,,,,,holdout_model_NVIDIA,main+M02,full,H/уровень 1,0.06111111111111111,0.0,0.16666666666666666,0.06111111111111111,,0.06111111111111111,
167,0,167,,,,,,holdout_model_NVIDIA,main+M02,full,H/уровень 3,0.041916167664670656,0.0,0.15625,0.041916167664670656,,,0.041916167664670656
689,,,,,,,,holdout_model_NVIDIA,main+M02,full,macro по стратам,0.04804105639558023,,,,,,
689,,,,,,,,holdout_model_NVIDIA,main+M02,full,худшая страта,0.06111111111111111,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,main,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,main,full,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,main,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_OpenAI,main,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
180,0,180,,,,,,holdout_model_OpenAI,main,full,H/уровень 1,0.022222222222222223,0.0,0.05,0.022222222222222223,,0.022222222222222223,
167,0,167,,,,,,holdout_model_OpenAI,main,full,H/уровень 3,0.04790419161676647,0.007905138339920948,0.16923076923076924,0.04790419161676647,,,0.04790419161676647
690,,,,,,,,holdout_model_OpenAI,main,full,macro по стратам,0.027941681325325,,,,,,
690,,,,,,,,holdout_model_OpenAI,main,full,худшая страта,0.04790419161676647,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,main,net,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,main,net,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,main,net,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_OpenAI,main,net,H/без уровня,0.1095890410958904,0.0410958904109589,0.1917808219178082,0.1095890410958904,0.1095890410958904,,
180,0,180,,,,,,holdout_model_OpenAI,main,net,H/уровень 1,0.06111111111111111,0.03333333333333333,0.08333333333333333,0.06111111111111111,,0.06111111111111111,
167,0,167,,,,,,holdout_model_OpenAI,main,net,H/уровень 3,0.09580838323353294,0.04326923076923077,0.25,0.09580838323353294,,,0.09580838323353294
690,,,,,,,,holdout_model_OpenAI,main,net,macro по стратам,0.08883617848017815,,,,,,
690,,,,,,,,holdout_model_OpenAI,main,net,худшая страта,0.1095890410958904,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,length-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,length-only,full,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,length-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_OpenAI,length-only,full,H/без уровня,0.863013698630137,0.7808219178082192,0.9315068493150684,0.863013698630137,0.863013698630137,,
180,0,180,,,,,,holdout_model_OpenAI,length-only,full,H/уровень 1,0.9444444444444444,0.85,1.0,0.9444444444444444,,0.9444444444444444,
167,0,167,,,,,,holdout_model_OpenAI,length-only,full,H/уровень 3,0.16167664670658682,0.07973421926910298,0.38028169014084506,0.16167664670658682,,,0.16167664670658682
690,,,,,,,,holdout_model_OpenAI,length-only,full,macro по стратам,0.6563782632603894,,,,,,
690,,,,,,,,holdout_model_OpenAI,length-only,full,худшая страта,0.9444444444444444,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,genre-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,genre-only,full,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,genre-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_OpenAI,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_model_OpenAI,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_model_OpenAI,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
690,,,,,,,,holdout_model_OpenAI,genre-only,full,macro по стратам,1.0,,,,,,
690,,,,,,,,holdout_model_OpenAI,genre-only,full,худшая страта,1.0,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,source-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,source-only,full,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,source-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_OpenAI,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_model_OpenAI,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_model_OpenAI,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
690,,,,,,,,holdout_model_OpenAI,source-only,full,macro по стратам,1.0,,,,,,
690,,,,,,,,holdout_model_OpenAI,source-only,full,худшая страта,1.0,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,format-only,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,format-only,full,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,format-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_OpenAI,format-only,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
180,0,180,,,,,,holdout_model_OpenAI,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
167,0,167,,,,,,holdout_model_OpenAI,format-only,full,H/уровень 3,0.029940119760479042,0.006097560975609756,0.10638297872340426,0.029940119760479042,,,0.029940119760479042
690,,,,,,,,holdout_model_OpenAI,format-only,full,macro по стратам,0.014546249965821781,,,,,,
690,,,,,,,,holdout_model_OpenAI,format-only,full,худшая страта,0.029940119760479042,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,main+M02,full,A/P1,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,main+M02,full,A/P2,,,,,,,
90,90,0,,,,,,holdout_model_OpenAI,main+M02,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_model_OpenAI,main+M02,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
180,0,180,,,,,,holdout_model_OpenAI,main+M02,full,H/уровень 1,0.027777777777777776,0.0,0.06666666666666667,0.027777777777777776,,0.027777777777777776,
167,0,167,,,,,,holdout_model_OpenAI,main+M02,full,H/уровень 3,0.03592814371257485,0.0,0.14583333333333334,0.03592814371257485,,,0.03592814371257485
690,,,,,,,,holdout_model_OpenAI,main+M02,full,macro по стратам,0.025801517209112973,,,,,,
690,,,,,,,,holdout_model_OpenAI,main+M02,full,худшая страта,0.03592814371257485,,,,,,
360,360,0,,,,,,holdout_prompt_P1,main,full,A/P1,,,,,,,
73,0,73,,,,,,holdout_prompt_P1,main,full,H/без уровня,0.0273972602739726,0.0,0.0684931506849315,0.0273972602739726,0.0273972602739726,,
180,0,180,,,,,,holdout_prompt_P1,main,full,H/уровень 1,0.05555555555555555,0.0,0.13333333333333333,0.05555555555555555,,0.05555555555555555,
167,0,167,,,,,,holdout_prompt_P1,main,full,H/уровень 3,0.08383233532934131,0.024509803921568627,0.25806451612903225,0.08383233532934131,,,0.08383233532934131
780,,,,,,,,holdout_prompt_P1,main,full,macro по стратам,0.05559505038628982,,,,,,
780,,,,,,,,holdout_prompt_P1,main,full,худшая страта,0.08383233532934131,,,,,,
360,360,0,,,,,,holdout_prompt_P1,main,net,A/P1,,,,,,,
73,0,73,,,,,,holdout_prompt_P1,main,net,H/без уровня,0.1095890410958904,0.0410958904109589,0.1917808219178082,0.1095890410958904,0.1095890410958904,,
180,0,180,,,,,,holdout_prompt_P1,main,net,H/уровень 1,0.06666666666666667,0.03333333333333333,0.08333333333333333,0.06666666666666667,,0.06666666666666667,
167,0,167,,,,,,holdout_prompt_P1,main,net,H/уровень 3,0.09580838323353294,0.034722222222222224,0.2702702702702703,0.09580838323353294,,,0.09580838323353294
780,,,,,,,,holdout_prompt_P1,main,net,macro по стратам,0.09068803033203,,,,,,
780,,,,,,,,holdout_prompt_P1,main,net,худшая страта,0.1095890410958904,,,,,,
360,360,0,,,,,,holdout_prompt_P1,length-only,full,A/P1,,,,,,,
73,0,73,,,,,,holdout_prompt_P1,length-only,full,H/без уровня,0.863013698630137,0.7808219178082192,0.9315068493150684,0.863013698630137,0.863013698630137,,
180,0,180,,,,,,holdout_prompt_P1,length-only,full,H/уровень 1,0.95,0.8666666666666667,1.0,0.95,,0.95,
167,0,167,,,,,,holdout_prompt_P1,length-only,full,H/уровень 3,0.12574850299401197,0.058823529411764705,0.32894736842105265,0.12574850299401197,,,0.12574850299401197
780,,,,,,,,holdout_prompt_P1,length-only,full,macro по стратам,0.6462540672080497,,,,,,
780,,,,,,,,holdout_prompt_P1,length-only,full,худшая страта,0.95,,,,,,
360,360,0,,,,,,holdout_prompt_P1,genre-only,full,A/P1,,,,,,,
73,0,73,,,,,,holdout_prompt_P1,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_prompt_P1,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_prompt_P1,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
780,,,,,,,,holdout_prompt_P1,genre-only,full,macro по стратам,1.0,,,,,,
780,,,,,,,,holdout_prompt_P1,genre-only,full,худшая страта,1.0,,,,,,
360,360,0,,,,,,holdout_prompt_P1,source-only,full,A/P1,,,,,,,
73,0,73,,,,,,holdout_prompt_P1,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_prompt_P1,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_prompt_P1,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
780,,,,,,,,holdout_prompt_P1,source-only,full,macro по стратам,1.0,,,,,,
780,,,,,,,,holdout_prompt_P1,source-only,full,худшая страта,1.0,,,,,,
360,360,0,,,,,,holdout_prompt_P1,format-only,full,A/P1,,,,,,,
73,0,73,,,,,,holdout_prompt_P1,format-only,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
180,0,180,,,,,,holdout_prompt_P1,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
167,0,167,,,,,,holdout_prompt_P1,format-only,full,H/уровень 3,0.017964071856287425,0.0,0.08571428571428572,0.017964071856287425,,,0.017964071856287425
780,,,,,,,,holdout_prompt_P1,format-only,full,macro по стратам,0.010554233997757909,,,,,,
780,,,,,,,,holdout_prompt_P1,format-only,full,худшая страта,0.017964071856287425,,,,,,
360,360,0,,,,,,holdout_prompt_P1,main+M02,full,A/P1,,,,,,,
73,0,73,,,,,,holdout_prompt_P1,main+M02,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
180,0,180,,,,,,holdout_prompt_P1,main+M02,full,H/уровень 1,0.05555555555555555,0.0,0.13333333333333333,0.05555555555555555,,0.05555555555555555,
167,0,167,,,,,,holdout_prompt_P1,main+M02,full,H/уровень 3,0.04790419161676647,0.004901960784313725,0.17105263157894737,0.04790419161676647,,,0.04790419161676647
780,,,,,,,,holdout_prompt_P1,main+M02,full,macro по стратам,0.039052792436436105,,,,,,
780,,,,,,,,holdout_prompt_P1,main+M02,full,худшая страта,0.05555555555555555,,,,,,
360,360,0,,,,,,holdout_prompt_P2,main,full,A/P2,,,,,,,
73,0,73,,,,,,holdout_prompt_P2,main,full,H/без уровня,0.0410958904109589,0.0,0.0958904109589041,0.0410958904109589,0.0410958904109589,,
180,0,180,,,,,,holdout_prompt_P2,main,full,H/уровень 1,0.06111111111111111,0.0,0.15,0.06111111111111111,,0.06111111111111111,
167,0,167,,,,,,holdout_prompt_P2,main,full,H/уровень 3,0.08383233532934131,0.024509803921568627,0.25806451612903225,0.08383233532934131,,,0.08383233532934131
780,,,,,,,,holdout_prompt_P2,main,full,macro по стратам,0.062013112283803774,,,,,,
780,,,,,,,,holdout_prompt_P2,main,full,худшая страта,0.08383233532934131,,,,,,
360,360,0,,,,,,holdout_prompt_P2,main,net,A/P2,,,,,,,
73,0,73,,,,,,holdout_prompt_P2,main,net,H/без уровня,0.1095890410958904,0.0410958904109589,0.1917808219178082,0.1095890410958904,0.1095890410958904,,
180,0,180,,,,,,holdout_prompt_P2,main,net,H/уровень 1,0.07222222222222222,0.03333333333333333,0.1,0.07222222222222222,,0.07222222222222222,
167,0,167,,,,,,holdout_prompt_P2,main,net,H/уровень 3,0.1437125748502994,0.06818181818181818,0.37349397590361444,0.1437125748502994,,,0.1437125748502994
780,,,,,,,,holdout_prompt_P2,main,net,macro по стратам,0.10850794605613734,,,,,,
780,,,,,,,,holdout_prompt_P2,main,net,худшая страта,0.1437125748502994,,,,,,
360,360,0,,,,,,holdout_prompt_P2,length-only,full,A/P2,,,,,,,
73,0,73,,,,,,holdout_prompt_P2,length-only,full,H/без уровня,0.9726027397260274,0.9315068493150684,1.0,0.9726027397260274,0.9726027397260274,,
180,0,180,,,,,,holdout_prompt_P2,length-only,full,H/уровень 1,0.9666666666666667,0.9166666666666666,1.0,0.9666666666666667,,0.9666666666666667,
167,0,167,,,,,,holdout_prompt_P2,length-only,full,H/уровень 3,0.3592814371257485,0.2986577181208054,0.5454545454545454,0.3592814371257485,,,0.3592814371257485
780,,,,,,,,holdout_prompt_P2,length-only,full,macro по стратам,0.7661836145061476,,,,,,
780,,,,,,,,holdout_prompt_P2,length-only,full,худшая страта,0.9726027397260274,,,,,,
360,360,0,,,,,,holdout_prompt_P2,genre-only,full,A/P2,,,,,,,
73,0,73,,,,,,holdout_prompt_P2,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_prompt_P2,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_prompt_P2,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
780,,,,,,,,holdout_prompt_P2,genre-only,full,macro по стратам,1.0,,,,,,
780,,,,,,,,holdout_prompt_P2,genre-only,full,худшая страта,1.0,,,,,,
360,360,0,,,,,,holdout_prompt_P2,source-only,full,A/P2,,,,,,,
73,0,73,,,,,,holdout_prompt_P2,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_prompt_P2,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_prompt_P2,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
780,,,,,,,,holdout_prompt_P2,source-only,full,macro по стратам,1.0,,,,,,
780,,,,,,,,holdout_prompt_P2,source-only,full,худшая страта,1.0,,,,,,
360,360,0,,,,,,holdout_prompt_P2,format-only,full,A/P2,,,,,,,
73,0,73,,,,,,holdout_prompt_P2,format-only,full,H/без уровня,0.0,0.0,0.0,0.0,0.0,,
180,0,180,,,,,,holdout_prompt_P2,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
167,0,167,,,,,,holdout_prompt_P2,format-only,full,H/уровень 3,0.029940119760479042,0.008,0.08823529411764706,0.029940119760479042,,,0.029940119760479042
780,,,,,,,,holdout_prompt_P2,format-only,full,macro по стратам,0.00998003992015968,,,,,,
780,,,,,,,,holdout_prompt_P2,format-only,full,худшая страта,0.029940119760479042,,,,,,
360,360,0,,,,,,holdout_prompt_P2,main+M02,full,A/P2,,,,,,,
73,0,73,,,,,,holdout_prompt_P2,main+M02,full,H/без уровня,0.0410958904109589,0.0,0.0958904109589041,0.0410958904109589,0.0410958904109589,,
180,0,180,,,,,,holdout_prompt_P2,main+M02,full,H/уровень 1,0.06111111111111111,0.0,0.15,0.06111111111111111,,0.06111111111111111,
167,0,167,,,,,,holdout_prompt_P2,main+M02,full,H/уровень 3,0.0718562874251497,0.03081232492997199,0.18666666666666668,0.0718562874251497,,,0.0718562874251497
780,,,,,,,,holdout_prompt_P2,main+M02,full,macro по стратам,0.0580210963157399,,,,,,
780,,,,,,,,holdout_prompt_P2,main+M02,full,худшая страта,0.0718562874251497,,,,,,
359,359,0,,,,,,holdout_prompt_P3,main,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_prompt_P3,main,full,H/без уровня,0.0273972602739726,0.0,0.0684931506849315,0.0273972602739726,0.0273972602739726,,
180,0,180,,,,,,holdout_prompt_P3,main,full,H/уровень 1,0.05555555555555555,0.0,0.16666666666666666,0.05555555555555555,,0.05555555555555555,
167,0,167,,,,,,holdout_prompt_P3,main,full,H/уровень 3,0.08982035928143713,0.027522935779816515,0.24691358024691357,0.08982035928143713,,,0.08982035928143713
779,,,,,,,,holdout_prompt_P3,main,full,macro по стратам,0.05759105837032177,,,,,,
779,,,,,,,,holdout_prompt_P3,main,full,худшая страта,0.08982035928143713,,,,,,
359,359,0,,,,,,holdout_prompt_P3,main,net,A/P3,,,,,,,
73,0,73,,,,,,holdout_prompt_P3,main,net,H/без уровня,0.1095890410958904,0.0410958904109589,0.1917808219178082,0.1095890410958904,0.1095890410958904,,
180,0,180,,,,,,holdout_prompt_P3,main,net,H/уровень 1,0.06111111111111111,0.03333333333333333,0.08333333333333333,0.06111111111111111,,0.06111111111111111,
167,0,167,,,,,,holdout_prompt_P3,main,net,H/уровень 3,0.10179640718562874,0.0392156862745098,0.2835820895522388,0.10179640718562874,,,0.10179640718562874
779,,,,,,,,holdout_prompt_P3,main,net,macro по стратам,0.09083218646421008,,,,,,
779,,,,,,,,holdout_prompt_P3,main,net,худшая страта,0.1095890410958904,,,,,,
359,359,0,,,,,,holdout_prompt_P3,length-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_prompt_P3,length-only,full,H/без уровня,0.863013698630137,0.7808219178082192,0.9315068493150684,0.863013698630137,0.863013698630137,,
180,0,180,,,,,,holdout_prompt_P3,length-only,full,H/уровень 1,0.9388888888888889,0.85,1.0,0.9388888888888889,,0.9388888888888889,
167,0,167,,,,,,holdout_prompt_P3,length-only,full,H/уровень 3,0.1437125748502994,0.06989247311827956,0.3626373626373626,0.1437125748502994,,,0.1437125748502994
779,,,,,,,,holdout_prompt_P3,length-only,full,macro по стратам,0.6485383874564418,,,,,,
779,,,,,,,,holdout_prompt_P3,length-only,full,худшая страта,0.9388888888888889,,,,,,
359,359,0,,,,,,holdout_prompt_P3,genre-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_prompt_P3,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_prompt_P3,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_prompt_P3,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
779,,,,,,,,holdout_prompt_P3,genre-only,full,macro по стратам,1.0,,,,,,
779,,,,,,,,holdout_prompt_P3,genre-only,full,худшая страта,1.0,,,,,,
359,359,0,,,,,,holdout_prompt_P3,source-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_prompt_P3,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_prompt_P3,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
167,0,167,,,,,,holdout_prompt_P3,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
779,,,,,,,,holdout_prompt_P3,source-only,full,macro по стратам,1.0,,,,,,
779,,,,,,,,holdout_prompt_P3,source-only,full,худшая страта,1.0,,,,,,
359,359,0,,,,,,holdout_prompt_P3,format-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_prompt_P3,format-only,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
180,0,180,,,,,,holdout_prompt_P3,format-only,full,H/уровень 1,0.0,0.0,0.0,0.0,,0.0,
167,0,167,,,,,,holdout_prompt_P3,format-only,full,H/уровень 3,0.029940119760479042,0.006097560975609756,0.10638297872340426,0.029940119760479042,,,0.029940119760479042
779,,,,,,,,holdout_prompt_P3,format-only,full,macro по стратам,0.014546249965821781,,,,,,
779,,,,,,,,holdout_prompt_P3,format-only,full,худшая страта,0.029940119760479042,,,,,,
359,359,0,,,,,,holdout_prompt_P3,main+M02,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_prompt_P3,main+M02,full,H/без уровня,0.0136986301369863,0.0,0.0410958904109589,0.0136986301369863,0.0136986301369863,,
180,0,180,,,,,,holdout_prompt_P3,main+M02,full,H/уровень 1,0.08333333333333333,0.0,0.25,0.08333333333333333,,0.08333333333333333,
167,0,167,,,,,,holdout_prompt_P3,main+M02,full,H/уровень 3,0.059880239520958084,0.005235602094240838,0.21686746987951808,0.059880239520958084,,,0.059880239520958084
779,,,,,,,,holdout_prompt_P3,main+M02,full,macro по стратам,0.052304067663759245,,,,,,
779,,,,,,,,holdout_prompt_P3,main+M02,full,худшая страта,0.08333333333333333,,,,,,
180,180,0,,,,,,holdout_source,main,full,A/P1,,,,,,,
180,180,0,,,,,,holdout_source,main,full,A/P2,,,,,,,
179,179,0,,,,,,holdout_source,main,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_source,main,full,H/без уровня,0.0410958904109589,0.0,0.0958904109589041,0.0410958904109589,0.0410958904109589,,
180,0,180,,,,,,holdout_source,main,full,H/уровень 1,0.05555555555555555,0.016666666666666666,0.13333333333333333,0.05555555555555555,,0.05555555555555555,
73,0,73,,,,,,holdout_source,main,full,H/уровень 2,0.0,0.0,0.0,,,,
167,0,167,,,,,,holdout_source,main,full,H/уровень 3,0.05389221556886228,0.004901960784313725,0.19718309859154928,0.05389221556886228,,,0.05389221556886228
1032,,,,,,,,holdout_source,main,full,macro по стратам,0.037635915383844185,,,,,,
1032,,,,,,,,holdout_source,main,full,худшая страта,0.05555555555555555,,,,,,
180,180,0,,,,,,holdout_source,main,net,A/P1,,,,,,,
180,180,0,,,,,,holdout_source,main,net,A/P2,,,,,,,
179,179,0,,,,,,holdout_source,main,net,A/P3,,,,,,,
73,0,73,,,,,,holdout_source,main,net,H/без уровня,0.0684931506849315,0.0136986301369863,0.136986301369863,0.0684931506849315,0.0684931506849315,,
180,0,180,,,,,,holdout_source,main,net,H/уровень 1,0.09444444444444444,0.03333333333333333,0.2,0.09444444444444444,,0.09444444444444444,
73,0,73,,,,,,holdout_source,main,net,H/уровень 2,0.0,0.0,0.0,,,,
167,0,167,,,,,,holdout_source,main,net,H/уровень 3,0.08982035928143713,0.028985507246376812,0.2602739726027397,0.08982035928143713,,,0.08982035928143713
1032,,,,,,,,holdout_source,main,net,macro по стратам,0.06318948860270326,,,,,,
1032,,,,,,,,holdout_source,main,net,худшая страта,0.09444444444444444,,,,,,
180,180,0,,,,,,holdout_source,length-only,full,A/P1,,,,,,,
180,180,0,,,,,,holdout_source,length-only,full,A/P2,,,,,,,
179,179,0,,,,,,holdout_source,length-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_source,length-only,full,H/без уровня,0.9178082191780822,0.8493150684931506,0.9726027397260274,0.9178082191780822,0.9178082191780822,,
180,0,180,,,,,,holdout_source,length-only,full,H/уровень 1,0.9611111111111111,0.9,1.0,0.9611111111111111,,0.9611111111111111,
73,0,73,,,,,,holdout_source,length-only,full,H/уровень 2,0.5342465753424658,0.1746031746031746,0.8431372549019608,,,,
167,0,167,,,,,,holdout_source,length-only,full,H/уровень 3,0.281437125748503,0.19291338582677164,0.5357142857142857,0.281437125748503,,,0.281437125748503
1032,,,,,,,,holdout_source,length-only,full,macro по стратам,0.6736507578450406,,,,,,
1032,,,,,,,,holdout_source,length-only,full,худшая страта,0.9611111111111111,,,,,,
180,180,0,,,,,,holdout_source,genre-only,full,A/P1,,,,,,,
180,180,0,,,,,,holdout_source,genre-only,full,A/P2,,,,,,,
179,179,0,,,,,,holdout_source,genre-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_source,genre-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_source,genre-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
73,0,73,,,,,,holdout_source,genre-only,full,H/уровень 2,0.0,0.0,0.0,,,,
167,0,167,,,,,,holdout_source,genre-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
1032,,,,,,,,holdout_source,genre-only,full,macro по стратам,0.75,,,,,,
1032,,,,,,,,holdout_source,genre-only,full,худшая страта,1.0,,,,,,
180,180,0,,,,,,holdout_source,source-only,full,A/P1,,,,,,,
180,180,0,,,,,,holdout_source,source-only,full,A/P2,,,,,,,
179,179,0,,,,,,holdout_source,source-only,full,A/P3,,,,,,,
73,0,73,,,,,,holdout_source,source-only,full,H/без уровня,1.0,1.0,1.0,1.0,1.0,,
180,0,180,,,,,,holdout_source,source-only,full,H/уровень 1,1.0,1.0,1.0,1.0,,1.0,
73,0,73,,,,,,holdout_source,source-only,full,H/уровень 2,1.0,1.0,1.0,,,,
167,0,167,,,,,,holdout_source,source-only,full,H/уровень 3,1.0,1.0,1.0,1.0,,,1.0
1032,,,,,,,,holdout_source,source-only,full,macro по стратам,1.0,,,,,,
